vehiculo_id,hora_salida,zona_origen,zona_destino,tiempo_viaje_min
V0426,21,Centro,Sur,34
V0062,18,Poniente,Sur,13
V0309,15,Poniente,Norte,66
V0211,12,Oriente,Sur,47
V0234,12,Sur,Norte,19
V0095,16,Poniente,Centro,10
V0255,16,Poniente,Oriente,6
V0001,0,Norte,Sur,61
V0164,21,Centro,Sur,66
V0491,6,Poniente,Norte,78
V0483,14,Poniente,Centro,68
V0052,1,Centro,Norte,15
V0495,19,Norte,Oriente,9
V0213,19,Oriente,Centro,12
V0298,18,Centro,Poniente,7
V0105,13,Oriente,Sur,47
V0097,19,Sur,Oriente,50
V0478,18,Centro,Oriente,9
V0092,15,Oriente,Poniente,16
V0436,8,Oriente,Sur,39
V0392,10,Poniente,Centro,50
V0216,22,Sur,Centro,74
V0087,16,Centro,Poniente,80
V0092,9,Sur,Poniente,14
V0314,11,Sur,Centro,77
V0227,10,Sur,Poniente,86
V0265,20,Centro,Sur,17
V0431,5,Sur,Centro,69
V0327,5,Norte,Centro,55
V0378,2,Sur,Poniente,37
V0412,2,Norte,Sur,41
V0271,7,Sur,Centro,44
V0316,20,Centro,Poniente,20
V0206,7,Poniente,Sur,28
V0046,9,Centro,Norte,69
V0491,0,Norte,Oriente,73
V0346,13,Poniente,Centro,36
V0341,14,Oriente,Poniente,21
V0395,20,Sur,Oriente,25
V0092,15,Centro,Poniente,49
V0341,16,Norte,Oriente,44
V0297,13,Oriente,Poniente,86
V0078,6,Oriente,Norte,26
V0030,2,Sur,Poniente,16
V0187,12,Oriente,Poniente,66
V0305,10,Norte,Oriente,41
V0435,9,Norte,Centro,16
V0485,16,Norte,Sur,35
V0371,22,Sur,Centro,44
V0423,2,Poniente,Sur,24
V0272,4,Poniente,Sur,38
V0216,20,Norte,Oriente,71
V0098,15,Norte,Poniente,55
V0428,13,Oriente,Sur,27
V0474,6,Sur,Norte,62
V0439,20,Centro,Poniente,83
V0237,6,Poniente,Sur,37
V0497,8,Poniente,Oriente,59
V0415,14,Sur,Oriente,42
V0310,4,Sur,Centro,27
V0195,10,Norte,Poniente,45
V0196,10,Norte,Oriente,68
V0106,15,Norte,Poniente,74
V0353,11,Poniente,Centro,58
V0137,2,Oriente,Centro,54
V0175,20,Poniente,Sur,13
V0427,17,Oriente,Sur,45
V0060,21,Oriente,Norte,81
V0053,16,Sur,Norte,20
V0019,15,Sur,Oriente,14
V0405,20,Norte,Oriente,68
V0380,22,Poniente,Sur,12
V0011,0,Poniente,Norte,79
V0018,14,Oriente,Centro,5
V0158,16,Norte,Sur,80
V0490,19,Centro,Norte,23
V0292,15,Oriente,Centro,75
V0117,3,Norte,Centro,14
V0128,13,Norte,Poniente,24
V0225,6,Poniente,Sur,66
V0003,11,Sur,Poniente,12
V0426,23,Centro,Norte,36
V0339,7,Oriente,Sur,39
V0482,20,Sur,Poniente,29
V0157,20,Norte,Centro,53
V0075,19,Centro,Poniente,7
V0399,15,Sur,Poniente,52
V0315,18,Oriente,Centro,67
V0191,23,Sur,Oriente,15
V0130,22,Poniente,Sur,79
V0004,9,Oriente,Poniente,79
V0415,17,Centro,Sur,85
V0015,2,Centro,Norte,76
V0471,10,Sur,Oriente,25
V0266,23,Oriente,Poniente,9
V0150,1,Centro,Oriente,43
V0070,23,Norte,Oriente,5
V0236,13,Sur,Poniente,54
V0306,8,Norte,Sur,66
V0196,20,Poniente,Centro,87
V0377,15,Sur,Norte,87
V0283,6,Oriente,Poniente,29
V0114,21,Poniente,Norte,14
V0388,13,Centro,Poniente,14
V0110,13,Sur,Poniente,42
V0406,12,Centro,Sur,10
V0194,5,Oriente,Norte,75
V0114,19,Poniente,Norte,19
V0296,6,Oriente,Sur,23
V0332,23,Norte,Centro,42
V0432,2,Poniente,Oriente,79
V0210,13,Centro,Poniente,57
V0349,18,Oriente,Poniente,33
V0251,19,Poniente,Centro,14
V0141,16,Norte,Oriente,39
V0371,15,Poniente,Sur,86
V0333,19,Sur,Poniente,34
V0031,1,Centro,Norte,65
V0119,3,Oriente,Centro,32
V0119,14,Centro,Poniente,32
V0420,1,Sur,Norte,34
V0310,3,Oriente,Poniente,54
V0047,4,Sur,Oriente,29
V0385,21,Norte,Centro,42
V0156,18,Poniente,Oriente,55
V0007,8,Poniente,Norte,61
V0173,10,Sur,Oriente,24
V0266,14,Poniente,Norte,83
V0274,3,Sur,Norte,76
V0052,21,Oriente,Sur,16
V0189,10,Centro,Oriente,29
V0449,22,Poniente,Sur,67
V0269,13,Centro,Poniente,56
V0118,15,Centro,Poniente,68
V0059,11,Oriente,Poniente,19
V0326,14,Sur,Poniente,86
V0467,8,Poniente,Oriente,30
V0237,12,Norte,Centro,13
V0104,19,Poniente,Sur,50
V0307,1,Sur,Oriente,33
V0376,20,Centro,Poniente,34
V0064,17,Norte,Poniente,20
V0031,2,Poniente,Oriente,59
V0449,20,Oriente,Poniente,86
V0372,20,Oriente,Poniente,85
V0117,12,Oriente,Norte,64
V0226,12,Centro,Poniente,8
V0053,2,Sur,Poniente,57
V0101,6,Norte,Sur,56
V0029,16,Norte,Sur,61
V0496,14,Oriente,Sur,86
V0199,23,Oriente,Norte,88
V0342,17,Oriente,Centro,54
V0382,14,Poniente,Centro,41
V0336,23,Oriente,Poniente,62
V0022,22,Sur,Centro,9
V0498,1,Centro,Sur,53
V0464,14,Centro,Norte,68
V0499,8,Sur,Oriente,6
V0331,2,Oriente,Poniente,18
V0402,7,Poniente,Norte,49
V0006,2,Oriente,Poniente,16
V0191,15,Norte,Poniente,41
V0300,9,Oriente,Centro,58
V0461,8,Poniente,Centro,62
V0240,18,Centro,Norte,69
V0141,13,Sur,Oriente,86
V0072,4,Sur,Centro,38
V0479,1,Sur,Oriente,7
V0335,11,Oriente,Poniente,5
V0054,3,Poniente,Oriente,30
V0068,15,Centro,Sur,13
V0379,8,Norte,Poniente,28
V0484,12,Norte,Poniente,19
V0144,13,Norte,Oriente,57
V0477,10,Poniente,Sur,79
V0180,1,Poniente,Oriente,33
V0216,2,Poniente,Oriente,47
V0445,22,Poniente,Norte,81
V0435,14,Centro,Norte,77
V0494,17,Poniente,Sur,68
V0039,12,Poniente,Oriente,75
V0298,0,Sur,Poniente,44
V0437,15,Oriente,Centro,22
V0277,9,Norte,Poniente,7
V0116,7,Norte,Sur,54
V0121,20,Poniente,Norte,28
V0356,11,Centro,Sur,38
V0060,21,Centro,Norte,73
V0407,15,Norte,Sur,68
V0438,12,Centro,Oriente,82
V0364,19,Sur,Centro,67
V0240,0,Norte,Oriente,66
V0074,7,Centro,Poniente,11
V0335,20,Centro,Oriente,61
V0437,7,Sur,Norte,53
V0027,14,Oriente,Centro,46
V0378,11,Norte,Centro,26
V0017,21,Poniente,Sur,11
V0007,7,Oriente,Poniente,18
V0384,13,Oriente,Centro,78
V0189,8,Oriente,Norte,76
V0328,0,Poniente,Sur,87
V0454,2,Norte,Poniente,60
V0450,10,Norte,Sur,88
V0339,21,Oriente,Sur,59
V0398,9,Sur,Centro,68
V0124,2,Sur,Norte,8
V0499,12,Oriente,Sur,19
V0399,18,Centro,Norte,58
V0086,1,Centro,Sur,74
V0221,10,Sur,Centro,34
V0297,1,Poniente,Sur,49
V0300,9,Norte,Sur,70
V0032,9,Oriente,Centro,49
V0474,3,Sur,Centro,11
V0404,1,Sur,Centro,61
V0494,4,Poniente,Sur,27
V0064,19,Norte,Poniente,23
V0033,2,Norte,Poniente,76
V0264,12,Norte,Poniente,55
V0399,18,Sur,Centro,56
V0124,22,Centro,Poniente,74
V0411,1,Norte,Oriente,62
V0434,11,Centro,Sur,16
V0210,6,Centro,Oriente,64
V0184,3,Poniente,Centro,37
V0296,14,Poniente,Centro,49
V0034,1,Centro,Norte,72
V0003,23,Oriente,Poniente,33
V0082,8,Centro,Sur,84
V0249,11,Norte,Sur,34
V0070,17,Poniente,Centro,63
V0009,9,Sur,Poniente,39
V0439,19,Poniente,Sur,83
V0124,10,Norte,Centro,33
V0354,13,Centro,Oriente,24
V0316,9,Sur,Poniente,48
V0130,14,Sur,Poniente,65
V0349,6,Norte,Centro,5
V0436,10,Centro,Norte,6
V0308,13,Oriente,Sur,35
V0012,6,Poniente,Norte,45
V0416,12,Centro,Oriente,50
V0212,13,Centro,Norte,41
V0225,16,Norte,Centro,26
V0362,2,Norte,Poniente,6
V0027,1,Oriente,Sur,72
V0080,2,Centro,Poniente,74
V0116,20,Norte,Sur,88
V0397,9,Norte,Sur,58
V0143,20,Poniente,Centro,46
V0254,7,Norte,Oriente,46
V0451,16,Oriente,Centro,90
V0269,7,Poniente,Norte,31
V0440,6,Sur,Oriente,51
V0419,15,Oriente,Poniente,46
V0096,23,Oriente,Sur,21
V0411,23,Norte,Sur,32
V0399,5,Poniente,Sur,36
V0392,3,Poniente,Centro,54
V0083,18,Oriente,Norte,40
V0224,0,Norte,Sur,38
V0050,2,Norte,Sur,11
V0027,0,Sur,Oriente,11
V0196,3,Sur,Centro,39
V0440,4,Sur,Centro,74
V0205,6,Sur,Poniente,17
V0488,10,Sur,Poniente,39
V0140,16,Norte,Sur,16
V0365,13,Centro,Sur,68
V0069,0,Sur,Centro,84
V0036,2,Poniente,Norte,59
V0006,12,Norte,Oriente,62
V0315,11,Centro,Sur,34
V0191,15,Poniente,Sur,89
V0156,21,Norte,Centro,29
V0230,22,Sur,Centro,5
V0082,20,Oriente,Poniente,61
V0047,19,Sur,Poniente,45
V0065,19,Oriente,Norte,89
V0230,9,Norte,Sur,71
V0497,17,Centro,Norte,70
V0064,12,Sur,Poniente,6
V0324,11,Centro,Oriente,50
V0373,17,Poniente,Norte,9
V0116,14,Sur,Norte,74
V0110,19,Poniente,Centro,58
V0120,15,Sur,Oriente,84
V0499,14,Oriente,Norte,61
V0239,16,Poniente,Sur,72
V0063,1,Sur,Norte,67
V0181,2,Sur,Centro,39
V0287,1,Centro,Poniente,13
V0043,9,Poniente,Sur,35
V0057,17,Oriente,Sur,64
V0031,14,Oriente,Norte,79
V0174,1,Centro,Oriente,15
V0210,21,Centro,Oriente,83
V0096,1,Norte,Poniente,61
V0378,0,Oriente,Norte,27
V0344,20,Sur,Oriente,9
V0426,8,Centro,Oriente,40
V0234,2,Poniente,Oriente,74
V0041,5,Oriente,Sur,37
V0180,4,Oriente,Norte,20
V0398,6,Sur,Oriente,20
V0122,3,Oriente,Centro,27
V0166,3,Norte,Oriente,20
V0402,11,Oriente,Sur,62
V0183,14,Sur,Poniente,26
V0064,12,Norte,Oriente,65
V0117,10,Sur,Centro,71
V0036,0,Oriente,Poniente,25
V0107,15,Poniente,Centro,83
V0065,22,Oriente,Norte,72
V0053,6,Oriente,Poniente,72
V0307,14,Poniente,Oriente,84
V0076,10,Norte,Oriente,50
V0102,4,Norte,Centro,11
V0060,15,Poniente,Centro,59
V0019,23,Norte,Sur,22
V0495,19,Oriente,Centro,38
V0085,2,Sur,Oriente,78
V0155,10,Norte,Poniente,65
V0240,22,Oriente,Norte,87
V0483,5,Centro,Norte,79
V0105,10,Centro,Norte,89
V0287,21,Oriente,Centro,66
V0285,20,Centro,Norte,73
V0170,3,Poniente,Sur,70
V0411,12,Centro,Norte,63
V0340,9,Poniente,Oriente,24
V0145,8,Poniente,Sur,63
V0210,22,Oriente,Poniente,77
V0077,5,Sur,Centro,53
V0487,4,Centro,Norte,8
V0379,17,Sur,Oriente,90
V0258,16,Sur,Centro,51
V0105,1,Poniente,Centro,41
V0177,23,Poniente,Norte,87
V0454,8,Norte,Oriente,81
V0497,10,Norte,Poniente,15
V0396,4,Norte,Oriente,84
V0150,13,Oriente,Poniente,15
V0045,14,Oriente,Poniente,52
V0254,4,Norte,Poniente,87
V0290,9,Oriente,Centro,14
V0325,1,Oriente,Centro,49
V0460,21,Norte,Sur,9
V0444,14,Centro,Oriente,90
V0063,14,Sur,Oriente,8
V0007,3,Norte,Sur,90
V0165,6,Poniente,Centro,46
V0312,21,Norte,Sur,30
V0318,18,Oriente,Sur,47
V0156,2,Norte,Oriente,31
V0205,10,Centro,Poniente,13
V0473,8,Norte,Poniente,8
V0059,15,Centro,Sur,24
V0291,8,Sur,Norte,25
V0008,12,Sur,Oriente,46
V0088,7,Poniente,Centro,75
V0311,17,Poniente,Sur,38
V0037,22,Centro,Norte,30
V0102,10,Poniente,Norte,48
V0124,14,Poniente,Norte,25
V0177,17,Centro,Oriente,84
V0095,13,Oriente,Sur,47
V0390,5,Centro,Oriente,12
V0291,1,Poniente,Norte,76
V0305,13,Sur,Poniente,26
V0029,2,Norte,Oriente,31
V0403,6,Sur,Poniente,71
V0269,14,Norte,Oriente,66
V0333,2,Norte,Centro,57
V0193,13,Poniente,Centro,35
V0438,19,Oriente,Sur,56
V0084,2,Poniente,Centro,9
V0145,2,Norte,Sur,5
V0476,15,Oriente,Centro,83
V0359,13,Centro,Norte,25
V0155,2,Centro,Oriente,69
V0122,10,Sur,Centro,75
V0161,4,Centro,Sur,45
V0432,0,Poniente,Sur,49
V0306,21,Centro,Poniente,77
V0163,5,Sur,Norte,48
V0131,2,Norte,Oriente,60
V0271,12,Poniente,Oriente,84
V0209,12,Oriente,Centro,51
V0458,11,Poniente,Norte,57
V0219,2,Oriente,Sur,8
V0220,0,Norte,Oriente,43
V0370,10,Centro,Poniente,81
V0358,5,Oriente,Sur,15
V0326,23,Poniente,Centro,54
V0223,18,Poniente,Oriente,79
V0396,11,Sur,Centro,36
V0326,13,Sur,Poniente,7
V0272,19,Oriente,Centro,69
V0291,12,Poniente,Oriente,58
V0077,7,Norte,Oriente,18
V0036,6,Centro,Oriente,45
V0262,19,Norte,Centro,44
V0324,5,Sur,Centro,86
V0094,6,Oriente,Norte,31
V0054,1,Poniente,Oriente,75
V0146,20,Sur,Oriente,66
V0458,9,Poniente,Sur,59
V0207,3,Poniente,Sur,9
V0227,16,Poniente,Sur,83
V0011,13,Poniente,Sur,53
V0409,22,Sur,Centro,27
V0411,5,Poniente,Sur,76
V0395,7,Poniente,Oriente,67
V0060,12,Oriente,Sur,58
V0289,19,Poniente,Centro,13
V0423,23,Norte,Sur,60
V0456,12,Poniente,Oriente,35
V0129,6,Norte,Sur,44
V0392,8,Sur,Norte,49
V0374,15,Sur,Oriente,33
V0463,22,Sur,Norte,27
V0040,15,Poniente,Oriente,25
V0401,20,Poniente,Centro,18
V0306,17,Norte,Oriente,32
V0358,23,Oriente,Poniente,7
V0480,23,Norte,Sur,53
V0079,20,Centro,Oriente,14
V0375,3,Centro,Poniente,66
V0037,21,Norte,Oriente,38
V0311,15,Centro,Norte,39
V0251,9,Oriente,Poniente,54
V0364,1,Poniente,Oriente,28
V0029,16,Sur,Norte,85
V0457,1,Oriente,Poniente,37
V0020,8,Sur,Poniente,38
V0054,3,Centro,Poniente,20
V0333,12,Poniente,Oriente,55
V0464,11,Centro,Poniente,73
V0061,13,Sur,Oriente,33
V0060,6,Oriente,Poniente,81
V0102,21,Oriente,Sur,87
V0346,9,Poniente,Norte,66
V0285,12,Poniente,Sur,25
V0118,10,Centro,Poniente,77
V0301,0,Poniente,Oriente,21
V0110,4,Poniente,Centro,61
V0149,14,Centro,Poniente,59
V0147,17,Centro,Poniente,55
V0381,9,Poniente,Sur,90
V0190,5,Norte,Oriente,88
V0034,0,Sur,Centro,36
V0189,20,Poniente,Oriente,9
V0495,15,Norte,Oriente,31
V0415,5,Centro,Poniente,6
V0118,16,Oriente,Centro,17
V0189,19,Centro,Oriente,32
V0238,9,Poniente,Centro,67
V0233,23,Sur,Norte,74
V0406,9,Poniente,Centro,28
V0368,10,Poniente,Norte,37
V0145,16,Centro,Oriente,16
V0446,3,Norte,Sur,60
V0327,10,Poniente,Norte,82
V0183,2,Centro,Poniente,47
V0448,9,Poniente,Norte,45
V0308,11,Oriente,Norte,52
V0478,22,Norte,Sur,70
V0186,22,Centro,Norte,80
V0272,21,Oriente,Poniente,46
V0058,8,Sur,Centro,81
V0374,23,Norte,Sur,45
V0470,16,Poniente,Oriente,63
V0125,11,Norte,Centro,64
V0206,15,Poniente,Centro,12
V0171,3,Centro,Poniente,52
V0320,15,Sur,Oriente,81
V0372,7,Norte,Poniente,52
V0004,11,Oriente,Sur,69
V0159,8,Centro,Sur,27
V0494,5,Poniente,Oriente,35
V0110,19,Oriente,Poniente,61
V0024,8,Sur,Oriente,84
V0349,22,Oriente,Sur,85
V0164,21,Oriente,Poniente,38
V0125,3,Poniente,Centro,62
V0090,17,Centro,Oriente,79
V0323,13,Poniente,Centro,64
V0454,23,Oriente,Poniente,35
V0373,19,Poniente,Sur,62
V0238,10,Poniente,Norte,11
V0334,11,Poniente,Sur,14
V0102,4,Oriente,Centro,68
V0078,17,Oriente,Centro,19
V0302,7,Oriente,Poniente,14
V0407,15,Oriente,Sur,80
V0349,14,Oriente,Sur,87
V0250,7,Centro,Poniente,56
V0488,16,Sur,Norte,81
V0424,12,Poniente,Sur,51
V0252,7,Sur,Norte,13
V0084,19,Norte,Sur,30
V0500,21,Sur,Norte,64
V0192,13,Poniente,Norte,56
V0397,23,Centro,Oriente,49
V0163,19,Sur,Oriente,22
V0265,9,Oriente,Poniente,81
V0031,20,Oriente,Centro,86
V0466,23,Sur,Norte,88
V0315,9,Sur,Oriente,51
V0166,18,Norte,Poniente,51
V0394,0,Oriente,Poniente,70
V0243,17,Sur,Oriente,64
V0174,11,Oriente,Norte,13
V0264,9,Sur,Norte,18
V0069,10,Sur,Oriente,51
V0067,9,Sur,Poniente,71
V0231,10,Norte,Centro,38
V0327,21,Norte,Oriente,23
V0317,18,Oriente,Sur,11
V0180,9,Sur,Norte,61
V0240,17,Norte,Sur,45
V0067,8,Centro,Poniente,11
V0164,1,Oriente,Norte,51
V0281,18,Centro,Sur,35
V0168,11,Centro,Sur,87
V0081,18,Centro,Norte,81
V0254,17,Poniente,Norte,63
V0251,2,Poniente,Centro,58
V0494,9,Poniente,Norte,19
V0406,22,Centro,Poniente,27
V0259,16,Poniente,Sur,30
V0318,23,Centro,Poniente,31
V0039,21,Sur,Oriente,9
V0387,9,Centro,Norte,19
V0333,2,Norte,Sur,37
V0184,10,Poniente,Norte,71
V0182,22,Centro,Norte,11
V0320,3,Norte,Poniente,78
V0171,4,Sur,Norte,80
V0125,2,Sur,Centro,24
V0491,12,Norte,Oriente,40
V0249,14,Poniente,Oriente,16
V0113,18,Norte,Centro,45
V0209,7,Sur,Norte,14
V0409,13,Sur,Oriente,54
V0169,3,Poniente,Norte,59
V0043,1,Norte,Poniente,6
V0282,19,Poniente,Sur,53
V0446,10,Sur,Centro,40
V0028,2,Centro,Oriente,37
V0049,16,Poniente,Oriente,21
V0352,18,Centro,Norte,66
V0057,4,Norte,Centro,57
V0340,12,Sur,Poniente,50
V0112,6,Poniente,Norte,84
V0472,14,Oriente,Poniente,32
V0366,1,Norte,Oriente,62
V0465,10,Sur,Poniente,47
V0338,5,Sur,Poniente,26
V0100,11,Sur,Norte,57
V0431,11,Oriente,Sur,69
V0369,5,Norte,Oriente,80
V0051,1,Centro,Oriente,67
V0079,23,Centro,Poniente,16
V0472,14,Sur,Norte,48
V0335,8,Sur,Centro,72
V0117,18,Oriente,Poniente,67
V0387,2,Centro,Poniente,50
V0487,14,Oriente,Sur,77
V0162,15,Centro,Oriente,35
V0440,23,Poniente,Oriente,14
V0117,11,Norte,Sur,76
V0466,4,Sur,Norte,51
V0344,12,Poniente,Centro,50
V0384,1,Sur,Centro,64
V0268,23,Poniente,Centro,44
V0475,22,Poniente,Oriente,63
V0053,12,Oriente,Centro,31
V0223,3,Centro,Oriente,16
V0191,7,Norte,Centro,40
V0421,10,Oriente,Centro,86
V0266,20,Centro,Sur,17
V0319,12,Sur,Centro,81
V0016,15,Norte,Poniente,32
V0067,1,Sur,Centro,34
V0329,11,Oriente,Sur,47
V0152,11,Poniente,Oriente,43
V0410,20,Sur,Centro,55
V0057,16,Sur,Poniente,38
V0351,14,Oriente,Centro,84
V0414,16,Sur,Centro,70
V0164,2,Centro,Sur,44
V0309,21,Norte,Poniente,12
V0043,8,Poniente,Oriente,47
V0308,0,Poniente,Norte,16
V0289,6,Norte,Oriente,34
V0466,4,Centro,Norte,39
V0118,4,Oriente,Poniente,15
V0356,17,Norte,Poniente,64
V0013,17,Norte,Poniente,55
V0065,21,Norte,Oriente,13
V0390,2,Centro,Sur,69
V0057,9,Poniente,Norte,9
V0315,18,Oriente,Sur,51
V0442,11,Oriente,Norte,20
V0212,13,Norte,Sur,65
V0424,5,Sur,Centro,78
V0288,23,Centro,Norte,44
V0285,17,Sur,Oriente,66
V0359,19,Poniente,Centro,62
V0450,11,Centro,Sur,20
V0392,22,Centro,Norte,45
V0148,20,Oriente,Norte,13
V0318,0,Centro,Sur,23
V0119,20,Sur,Centro,63
V0407,22,Poniente,Norte,5
V0049,13,Poniente,Oriente,43
V0211,22,Poniente,Centro,11
V0100,20,Sur,Norte,55
V0074,13,Oriente,Sur,14
V0147,23,Poniente,Norte,37
V0328,13,Oriente,Poniente,42
V0119,17,Centro,Poniente,84
V0349,10,Norte,Centro,56
V0149,4,Centro,Norte,54
V0289,11,Oriente,Norte,23
V0051,17,Norte,Centro,86
V0117,12,Norte,Poniente,48
V0084,11,Norte,Sur,78
V0456,0,Poniente,Sur,51
V0301,12,Sur,Poniente,47
V0120,18,Sur,Norte,53
V0100,8,Centro,Norte,21
V0227,12,Poniente,Sur,19
V0278,19,Poniente,Oriente,67
V0220,4,Centro,Norte,34
V0198,2,Sur,Poniente,34
V0442,8,Oriente,Centro,43
V0127,11,Centro,Poniente,71
V0421,14,Centro,Poniente,30
V0315,15,Poniente,Oriente,31
V0037,16,Centro,Sur,60
V0343,11,Poniente,Sur,82
V0276,11,Oriente,Sur,38
V0254,17,Norte,Sur,36
V0441,23,Oriente,Norte,58
V0435,4,Poniente,Centro,27
V0055,1,Poniente,Norte,50
V0153,2,Sur,Norte,88
V0027,5,Sur,Oriente,84
V0249,7,Oriente,Poniente,82
V0301,8,Sur,Poniente,73
V0343,8,Sur,Norte,54
V0209,1,Sur,Centro,18
V0473,16,Sur,Norte,24
V0226,18,Sur,Centro,52
V0178,9,Norte,Poniente,60
V0059,0,Oriente,Poniente,14
V0476,7,Poniente,Oriente,65
V0409,10,Centro,Poniente,59
V0413,19,Centro,Poniente,8
V0128,1,Oriente,Poniente,45
V0374,14,Poniente,Sur,51
V0339,1,Poniente,Norte,32
V0244,10,Sur,Norte,51
V0258,18,Centro,Poniente,35
V0478,3,Sur,Poniente,73
V0153,12,Poniente,Centro,67
V0498,0,Centro,Norte,61
V0484,6,Sur,Norte,57
V0077,8,Centro,Norte,40
V0339,6,Sur,Oriente,65
V0204,3,Poniente,Norte,40
V0441,22,Centro,Norte,60
V0066,19,Poniente,Sur,11
V0109,10,Sur,Norte,59
V0011,11,Norte,Sur,59
V0271,10,Norte,Poniente,72
V0141,4,Oriente,Centro,26
V0463,22,Poniente,Oriente,12
V0182,23,Oriente,Norte,57
V0002,1,Norte,Poniente,6
V0223,4,Norte,Sur,15
V0050,1,Poniente,Oriente,50
V0052,20,Oriente,Sur,53
V0082,6,Sur,Oriente,62
V0345,20,Poniente,Norte,31
V0183,20,Poniente,Oriente,9
V0348,8,Sur,Norte,88
V0317,19,Oriente,Norte,38
V0129,18,Poniente,Oriente,70
V0317,17,Poniente,Oriente,11
V0084,11,Norte,Sur,30
V0451,15,Sur,Poniente,10
V0088,15,Centro,Poniente,61
V0066,13,Centro,Sur,69
V0171,8,Sur,Centro,34
V0345,14,Norte,Oriente,63
V0468,12,Poniente,Sur,42
V0190,18,Centro,Oriente,81
V0140,16,Centro,Sur,9
V0339,3,Norte,Sur,18
V0412,14,Oriente,Centro,57
V0160,14,Sur,Poniente,79
V0475,16,Oriente,Sur,33
V0309,11,Poniente,Oriente,10
V0418,0,Poniente,Norte,68
V0251,17,Oriente,Centro,55
V0043,21,Oriente,Norte,47
V0172,3,Oriente,Norte,46
V0355,8,Norte,Sur,55
V0496,11,Oriente,Poniente,86
V0454,2,Oriente,Centro,51
V0330,15,Norte,Centro,21
V0491,14,Poniente,Centro,45
V0429,14,Norte,Sur,59
V0089,1,Poniente,Oriente,64
V0239,3,Sur,Poniente,41
V0400,4,Norte,Sur,5
V0216,2,Norte,Centro,67
V0361,21,Centro,Poniente,59
V0012,1,Poniente,Sur,63
V0477,10,Norte,Centro,75
V0031,2,Norte,Centro,22
V0063,15,Norte,Oriente,48
V0070,0,Oriente,Poniente,30
V0071,13,Oriente,Centro,69
V0313,21,Centro,Oriente,29
V0185,1,Sur,Norte,35
V0201,3,Norte,Oriente,6
V0087,8,Norte,Centro,46
V0161,22,Sur,Centro,31
V0397,1,Norte,Centro,55
V0154,3,Centro,Sur,54
V0039,18,Poniente,Oriente,65
V0322,17,Sur,Norte,25
V0463,19,Centro,Poniente,56
V0385,13,Oriente,Poniente,84
V0294,1,Norte,Poniente,68
V0348,3,Centro,Sur,16
V0253,1,Centro,Poniente,26
V0433,4,Norte,Centro,58
V0384,19,Norte,Sur,69
V0094,14,Sur,Centro,24
V0031,18,Poniente,Sur,38
V0101,23,Oriente,Norte,81
V0388,20,Sur,Poniente,65
V0474,4,Norte,Oriente,39
V0209,18,Oriente,Centro,72
V0251,5,Norte,Centro,8
V0316,4,Sur,Centro,20
V0394,5,Poniente,Norte,15
V0186,8,Poniente,Norte,42
V0201,1,Norte,Poniente,54
V0348,18,Oriente,Norte,5
V0196,16,Sur,Norte,58
V0290,15,Norte,Sur,24
V0428,1,Poniente,Oriente,54
V0195,18,Sur,Centro,81
V0197,7,Centro,Norte,31
V0083,1,Norte,Sur,50
V0474,0,Oriente,Poniente,78
V0289,4,Norte,Oriente,70
V0140,8,Sur,Centro,28
V0276,2,Norte,Oriente,13
V0199,16,Norte,Centro,63
V0162,19,Norte,Oriente,7
V0403,1,Norte,Oriente,57
V0209,4,Oriente,Norte,6
V0186,5,Sur,Oriente,37
V0148,23,Norte,Centro,46
V0481,7,Oriente,Norte,83
V0222,16,Poniente,Oriente,45
V0274,1,Centro,Poniente,73
V0407,10,Poniente,Sur,50
V0276,12,Sur,Poniente,68
V0243,4,Oriente,Poniente,72
V0337,7,Poniente,Sur,10
V0327,15,Oriente,Poniente,25
V0470,19,Centro,Sur,48
V0301,20,Oriente,Poniente,46
V0090,15,Oriente,Centro,55
V0472,11,Norte,Oriente,49
V0203,2,Oriente,Centro,64
V0053,0,Sur,Centro,36
V0193,15,Sur,Centro,46
V0355,15,Norte,Oriente,40
V0457,23,Poniente,Sur,12
V0285,5,Poniente,Oriente,9
V0273,8,Centro,Sur,46
V0453,10,Poniente,Oriente,87
V0039,9,Oriente,Poniente,10
V0397,14,Poniente,Norte,36
V0009,17,Sur,Centro,61
V0362,2,Centro,Norte,80
V0259,10,Norte,Sur,14
V0385,11,Norte,Centro,44
V0396,17,Oriente,Sur,13
V0158,11,Sur,Oriente,46
V0272,0,Sur,Oriente,20
V0141,1,Sur,Centro,85
V0335,17,Oriente,Sur,30
V0315,15,Sur,Poniente,19
V0292,5,Poniente,Norte,18
V0359,21,Poniente,Centro,67
V0108,0,Sur,Poniente,34
V0433,15,Norte,Centro,23
V0193,9,Sur,Centro,34
V0448,9,Norte,Sur,26
V0002,14,Poniente,Sur,51
V0059,13,Norte,Sur,67
V0444,13,Sur,Oriente,23
V0252,8,Norte,Poniente,37
V0368,18,Oriente,Sur,55
V0092,7,Centro,Poniente,81
V0472,23,Poniente,Centro,63
V0341,21,Oriente,Norte,55
V0467,23,Oriente,Sur,26
V0359,7,Poniente,Centro,89
V0468,17,Norte,Poniente,22
V0449,20,Norte,Oriente,62
V0089,10,Poniente,Norte,54
V0222,23,Oriente,Sur,60
V0250,11,Oriente,Centro,64
V0042,18,Sur,Poniente,68
V0370,4,Poniente,Norte,77
